word,class,count,mean_attribution,std_attribution,median_attribution,total_attribution
both,human,22,-0.0003850001,0.0011830651,-0.00031450164,-0.008470003
children,human,10,-0.0017723439,0.0013369415,-0.0015472929,-0.01772344
affair,human,4,-0.0011576283,0.002828965,-0.00012668723,-0.004630513
might,human,76,-0.000690131,0.00083811866,-0.0005540771,-0.052449953
easily,human,5,-0.00015171265,0.00055280287,-5.830118e-05,-0.0007585633
once,human,34,-0.00033662526,0.0016152225,-0.00022147025,-0.011445259
present,human,16,0.00016001327,0.00072439975,0.0002346795,0.0025602123
con,human,21,-0.00081728684,0.0011941598,-0.00045257618,-0.017163023
assertion,human,3,0.0012183994,0.0028206639,0.0003637798,0.003655198
body,human,10,-0.0006128328,0.0018854996,-0.0010422943,-0.006128328
right,human,17,-6.709556e-05,0.000779604,-9.411073e-06,-0.0011406246
equally,human,8,0.000307337,0.00096612144,4.476789e-05,0.002458696
opinion,human,12,0.00031087463,0.0007035088,0.0002484422,0.0037304955
often,human,22,-0.00072306587,0.0013320636,-0.0005383857,-0.01590745
liked,human,3,-0.00042798687,0.00078963774,8.422691e-05,-0.0012839606
sister,human,30,0.00074498396,0.0013393726,0.0007256647,0.02234952
need,human,7,-0.00021868579,0.00059837673,-0.0004689331,-0.0015308005
sc,human,10,-0.0006164994,0.0011165568,-0.0004440702,-0.006164994
rup,human,3,-0.00031724907,0.0004813306,-0.0006287108,-0.0009517472
truth,human,6,-0.00073761545,0.001414964,-0.00024163043,-0.004425693
naturally,human,10,-4.0392533e-05,0.00072678836,0.00012845328,-0.00040392534
we,human,41,0.00020919931,0.0018151165,0.00025866457,0.008577172
money,human,11,-0.001224256,0.0024285424,-0.00080363086,-0.013466816
low,human,14,-0.0012734265,0.001292417,-0.0012649823,-0.01782797
way,human,36,0.00036358036,0.0010875645,0.00061734277,0.013088893
fanny,human,3,0.0034864054,0.0006178119,0.003181215,0.010459216
fe,human,12,0.0006059078,0.0015131714,0.00047655174,0.0072708935
rra,human,5,-0.0017730516,0.0013741982,-0.0014797987,-0.008865258
rs,human,8,-0.0007362887,0.0013822874,-0.0005611999,-0.00589031
strongly,human,3,-0.00037013626,0.00019477849,-0.0003360049,-0.0011104088
neither,human,12,-0.00067473325,0.0011828562,-0.0008124786,-0.008096799
nor,human,47,-0.0003939695,0.0016880113,-0.00045615388,-0.018516567
daughters,human,3,-0.00084780826,0.00046792874,-0.0007088877,-0.0025434247
kind,human,14,0.00012345091,0.000708856,9.9292534e-05,0.0017283128
women,human,5,5.51154e-05,0.0021094596,-0.0004008226,0.000275577
can,human,23,0.00028267386,0.0011180828,0.00034413778,0.0065014986
carry,human,3,-0.0001881398,0.0006146333,-0.0002569728,-0.00056441943
account,human,7,0.00021800911,0.00053591485,0.0003997745,0.0015260638
john,human,15,0.000773133,0.0015960365,0.0010008658,0.011596995
confidence,human,16,0.0004812966,0.0011555048,0.00024511042,0.0077007455
judgment,human,10,-0.00017822927,0.0009002134,-0.0003624281,-0.0017822926
waited,human,3,0.00037042346,0.00016111348,0.0003712859,0.0011112704
daughter,human,12,-0.0001634828,0.0015589714,0.00043199875,-0.0019617935
former,human,6,-0.0004560222,0.000977649,-0.000156453,-0.002736133
sisters,human,11,0.0003641797,0.0017260163,0.00079093233,0.0040059765
staying,human,5,-0.00012771257,0.001304236,2.3240922e-05,-0.00063856284
means,human,7,-0.0024036246,0.001614903,-0.0028681639,-0.016825372
un,human,26,0.00013221569,0.0006891015,0.00020763499,0.003437608
worthy,human,8,0.00051755796,0.0014019465,0.00040524337,0.0041404637
found,human,18,0.00018830341,0.0009216325,0.00031833712,0.0033894614
charming,human,3,-0.0008611465,0.0009501972,-0.0014269744,-0.0025834395
world,human,18,0.0016182114,0.0015048468,0.00208043,0.029127805
responsible,human,3,0.00062726066,0.00016612929,0.0005264308,0.001881782
duty,human,10,-0.00035065852,0.0007346178,-0.00047067954,-0.0035065853
making,human,8,3.7357968e-05,0.00084392756,-0.000104601015,0.00029886374
gentleman,human,20,-0.00052527536,0.0018281952,-0.00026797553,-0.010505507
danger,human,8,-0.0011574278,0.0010852353,-0.0010789892,-0.009259422
eyes,human,18,0.0007034125,0.0011068993,0.0006574227,0.012661425
reality,human,3,-0.00021790412,0.00041796238,7.492106e-05,-0.00065371237
ed,human,57,-0.00023945475,0.0009216111,-0.0003500767,-0.013648921
scarcely,human,8,0.00092974934,0.0009217145,0.0009241755,0.0074379947
mere,human,9,-0.0014897214,0.0012330521,-0.0012168803,-0.013407492
